date,time,size,r_version,r_arch,r_os,package,version,country,ip_id
2012-10-03,21:44:45,712321,2.15.1,x86_64,linux-gnu,vcd,1.2-13,US,3
2012-10-03,21:44:55,325692,2.15.1,x86_64,linux-gnu,abd,0.2-4,US,3
2012-10-03,21:18:50,517918,2.15.1,x86_64,linux-gnu,fastR,0.2-14,US,3
2012-10-03,21:18:03,574468,2.15.1,x86_64,linux-gnu,Hmisc,3.9-3,US,3
2012-10-03,21:19:00,325697,2.15.1,x86_64,linux-gnu,abd,0.2-4,US,3
2012-10-03,21:18:39,712321,2.15.1,x86_64,linux-gnu,vcd,1.2-13,US,3
2012-10-03,21:37:44,712307,2.15.1,x86_64,linux-gnu,vcd,1.2-13,US,3
2012-10-03,21:36:42,2094449,2.15.1,x86_64,linux-gnu,mosaic,0.6-2,US,3
2012-10-03,22:42:02,163309,2.15.1,x86_64,linux-gnu,ISwR,2.0-6,US,1
2012-10-03,22:14:01,681338,2.15.1,x86_64,darwin9.8.0,plyr,1.7.1,US,13
2012-10-03,23:13:08,4385383,2.15.1,x86_64,darwin9.8.0,rworldmap,0.1310,US,14
